X;Y;Z
21.86;0.6;1.56
13.33;1.34;6.13
15.92;1.71;6.67
18.36;1.64;6.52
13.45;1.13;2.38
14.66;0.5;6.1
14.66;1.13;6.37
15.96;1.25;6.57
22.37;1.72;1.26
21.2;2.2;1.26
18.49;2.06;1.46
21.83;1.9;1.28
9.97;1.69;6.5
15.78;1.29;6.52
17.3;1.35;6.51
18.28;0.22;2.16
15.91;1.38;6.59
20.54;2.51;1.31
22.48;1.05;1.33
16.57;2.23;6.8
13.31;2.7;6.69
16.6;0.98;6.35
20.68;1.57;6.41
11.03;0.18;2.41
21.16;1.76;6.62
21.19;1.95;6.81
12.85;2.96;1.6
15.64;2.51;6.77
17.9;0.82;6.26
15.31;1.5;6.47
19.96;2.61;6.86
15.29;1.38;6.51
15.87;2.39;1.44
11.79;2.05;1.8
13.2;2.34;1.65
21.84;1.83;1.29
13.52;0.46;2.43
20.67;1.51;6.52
15.94;1.69;1.68
15.2;1.05;1.79
21.42;1.39;6.57
13.87;1.87;1.76
14.65;2.35;1.51
17.19;2.37;6.8
10.6;2.34;1.7
21.62;2.82;1.2
15.82;1.68;1.61
15.93;1.14;6.48
22.09;0.62;1.5
10.6;0.57;6.04
10.39;2.09;1.83
12.95;1.66;2.01
15.12;2.66;1.44
10.54;1.35;6.29
18.32;1.96;6.62
11.19;0.72;2.56
22.73;1.09;6.73
21.92;2.2;6.95
21.93;1.85;1.27
17.77;0.69;1.93
10.03;1.61;6.49
14.5;2.33;6.68
17.87;1.6;6.4
13.35;0.69;5.77
22.19;1.75;6.82
21.27;0.18;1.93
22.49;1.45;1.29
13.31;1.72;6.36
15.92;0.49;6.36
10.53;1.43;1.99
13.35;1.26;6.08
13.27;1.68;1.96
10.76;0.85;6.14
10.6;1.71;6.46
9.94;1.01;6.17
10.46;0.94;2.26
22.74;1.19;6.75
21.16;2.27;1.4
15.97;1.76;6.68
13.59;1.38;6.13
21.95;1.45;6.77
15.84;2.27;1.58
19.21;0.9;6.01
21.19;1.54;1.51
12.54;1.99;1.83
17.62;2.07;1.5
21.74;1.97;1.27
21.18;1.05;1.69
22.58;1.69;6.86
16.54;0.79;6.41
15.96;1.25;6.57
16.63;0.99;6.5
15.91;0.99;1.74
18.53;0.52;6.05
20.13;1.21;1.96
15.28;0.79;6.35
14.55;2.03;1.6
18.49;1.66;1.66
21.32;0.54;6.31
13.92;1.83;1.9
13.93;1.4;1.99
22.22;2.47;1.19
14.11;0.49;2.33
10.6;0.78;6.19
12.64;1.4;2.21
18.05;1.67;6.49
17.25;1.69;1.63
17.74;2.31;6.85
13.86;2;1.7
20;1.38;6.36
14.11;1.72;1.9
15.94;0.52;6.43
21.32;0.69;6.38
15.96;1.77;6.58
16.67;1.07;6.53
11.8;1.08;5.84
15.89;1.03;1.73
17.31;2.98;1.37
13.94;0.64;2.33
11.26;1.4;6.23
10.55;0.99;2.15
22.7;2.79;1.15
14.85;2.36;6.72
10.63;2.4;1.7
10.58;0.47;6.06
16.39;3;1.38
22.31;1.1;1.45
21.91;0.72;1.54
20.81;1.8;6.59
17.24;1.75;6.62
16.6;1.4;6.61
19.31;0.78;2.15
9.9;2.86;1.73
22.56;2.37;1.15
15.12;1.69;6.56
13.93;1.73;1.9
22.5;1.46;1.3
20.08;0.73;6.04
15.29;0.74;6.35
21.32;1.88;6.63
11.3;2.31;6.62
15.93;1.65;6.65
20.57;1.14;1.84
13.27;2.3;1.65
19.94;1.74;6.58
14.66;1.74;6.57
21.92;2.37;6.75
11.91;0.63;5.7
11.12;1.73;1.95
10.23;2.61;6.62
15.82;1.54;1.63
15.94;1.19;6.56
11.18;1.99;1.82
13.3;1.78;6.35
12.67;2.18;6.57
9.97;1.02;6.37
17.87;2.33;6.7
10.44;2.39;1.69
19.21;2.31;6.69
14.56;1.57;1.91
20.7;1.59;6.44
11.83;2.32;1.71
11.95;2.41;6.59
17.86;1.99;1.48
10.44;1.05;6.21
18.48;1.52;1.85
16.53;2.35;6.83
22.54;1.09;1.31
20.91;1.81;6.72
17.99;2.4;6.85
10.11;1.99;1.76
11.41;1.72;2.04
10.51;0.78;2.23
18.4;1.02;1.95
19.73;1.84;6.51
14.64;2.62;6.74
16.75;2.22;6.76
20.29;2.46;1.33
10.58;2.34;1.92
9.98;1.06;6.39
19.25;2.31;6.64
14.59;0.77;2.09
19.95;1.75;6.55
21.3;1.8;6.64
17.98;0.23;2.11
11.88;2.05;1.81
11.2;1.94;1.85
10.47;0.93;2.26
20.31;0.75;6.15
13.64;2.66;1.59
19.27;2.26;6.66
14.44;2.08;6.59
22.1;0.84;6.65
15.29;1.5;6.57
12.46;2.71;6.66
9.87;0.65;2.2
17.29;0.76;6.42
15.3;1.47;6.56
17.7;1.39;1.79
10.51;2.86;6.64
11.2;1.62;6.17
20.69;0.8;6.12
17.88;1.46;6.44
21.21;1.55;1.49
15.44;0.97;6.39
21.13;0.69;6.25
11.27;1.38;2.14
13.23;2.31;1.66
22.58;1.95;6.94
18.48;0.79;6.19
19.92;1.67;1.74
15.87;1.48;1.65
17.88;0.8;6.25
15.22;1.66;6.58
13.91;1.98;1.71
10.52;2.24;1.79
19.94;1.99;6.72
10.13;1.93;1.89
22.48;2.27;1.14
19.17;0.43;2.32
17.28;1.95;6.55
21.54;1.1;6.65
10.46;1.96;1.9
17.21;1.3;6.38
14.5;1.83;1.72
18.4;1;1.96
14.57;2.96;6.76
12.6;2.23;6.54
20.82;0.99;6.38
10.51;1.45;2.06
14.67;0.71;6.06
11.26;1.41;6.23
14.44;0.74;6.13
20.72;1.65;6.6
16.53;0.53;1.82
19.91;1.66;1.85
19.91;0.77;6.04
21.33;0.5;6.3
18.43;2.38;1.36
10.43;1.81;6.4
21.32;1.39;6.61
15.56;1.18;6.61
10.56;1.63;2.1
15.32;2.18;6.76
17.67;2.96;6.84
10.6;0.62;6.12
15.77;2.33;1.45
16.7;1.51;1.71
13.32;2;6.54
12.86;1.75;6.23
21.21;2.26;1.36
20.74;2.15;6.77
20.6;1.61;6.51
13.35;1.07;5.96
22.58;1.32;6.84
16.5;1.98;1.73
18.49;2.22;1.42
18.62;2.84;1.28
19.25;2.29;6.82
17.49;2.08;6.69
14.69;1.22;6.39
15.3;1.66;6.61
10.58;2.24;1.82
13.18;1.65;1.99
15.97;1.35;6.59
21.16;2.33;1.23
10.58;0.47;6.07
17.83;1.05;6.38
9.97;2.29;6.64
22.46;0.92;1.37
15.24;0.99;6.43
18.59;1.41;1.89
10.54;0.91;2.18
20.65;1.64;6.37
14.38;1.5;6.41
16.04;2.85;6.8
10.44;2.8;1.68
22.53;1.05;1.55
13.96;1.79;1.79
12.43;1.13;5.94
18.31;0.73;6.14
17.22;0.51;6.3
16.02;0.76;6.44
15.93;0.51;6.42
20.61;2.07;6.79
10.52;1.6;2.12
17.44;2.12;6.74
15.92;1.1;6.51
19.33;0.21;2.38
17.93;2.19;6.8
15.35;2.38;6.59
15.98;1.32;6.41
16.51;0.66;1.94
14.67;2.25;6.72
22.01;1.71;6.83
13.71;1.91;1.74
18.41;2.19;1.42
13.39;0.78;5.58
12.56;1.13;2.42
16.01;1.97;6.73
10.71;0.28;6
17.25;1.7;6.66
13.38;1.78;6.37
17.59;0.14;6.42
15.29;2.2;6.76
13.28;0.73;5.76
16.6;0.98;6.35
17.82;1.12;1.81
18.44;2.37;1.54
13.34;1.19;6.04
16.49;1.76;1.57
15.85;0.77;1.86
10.52;1.69;6.43
10.55;2.05;1.78
21.22;1.36;1.56
22.22;0.21;1.39
19.46;0.32;5.86
17.13;1.07;1.74
22.53;1.93;6.93
20.64;0.59;2.2
17.79;0.57;2.1
22.54;2.58;6.97
11.87;1.4;2.26
10.63;0.53;6.08
14.62;0.61;6.12
11.76;1.11;2.36
15.27;2.19;6.74
10;2.18;6.62
19.85;1.58;1.88
10;0.77;2.09
14.02;1.48;6.34
22.8;0.54;6.77
22.44;2.23;1.15
11.24;1.43;6.22
20.43;1.64;1.68
16.52;1.95;1.73
17.28;1.51;6.6
21.21;2.31;1.4
13.24;2.02;6.54
13.22;2.22;1.69
22.58;1.21;6.71
21.97;0.71;6.58
15.89;0.56;6.4
20.65;1.47;6.49
18.46;0.85;2.06
17.16;1.32;6.56
13.36;1.23;5.93
20.73;0.97;6.07
21.64;1.55;6.77
13.86;1.72;1.84
15.26;2.39;6.79
9.9;1.38;1.92
10.11;1.52;6.38
17.92;2;6.74
13.19;2.25;1.73
11.31;2.31;6.62
22.43;2.29;1.17
13.88;1.84;1.79
20.25;2.41;6.84
20.51;1.76;1.55
15.35;0.74;6.5
11.88;1.02;2.44
14.67;0.51;6.1
17.97;2.34;6.84
19.97;0.59;5.94
21.99;2.36;6.98
15.15;0.76;1.86
16.68;0.16;6.36
15.93;1.14;6.56
17.17;0.49;6.36
21.94;1.01;6.67
16.54;0.5;6.39
21.56;1.98;6.82
15.38;2.01;6.73
15.91;0.58;6.44
19.97;1.64;6.52
15.88;0.71;6.48
21.96;0.74;6.58
14.69;2.37;6.7
17.89;1.6;6.58
19.25;0.81;6
22.72;2.53;1.16
9.74;1.1;6.36
15.9;1.32;6.59
17.18;1.48;1.64
11.92;1.29;6.06
11.19;2;1.82
15.3;1.66;6.61
21.16;0.94;1.83
15.35;1.65;6.57
15.91;0.47;6.41
9.75;1.62;6.45
11.9;1.3;5.9
13.98;1.15;2.09
18.49;2.11;1.45
21.16;1.08;1.68
19.87;1.36;1.86
13.96;0.56;5.84
20.33;2.9;6.91
18.23;1.66;6.61
16.39;2.95;1.4
11.28;1.06;6.05
21.93;1.68;6.81
12.02;2.47;6.6
18.57;1.74;6.6
15.29;1.41;6.53
15.91;1.16;6.54
22.31;2.82;1.17
21.54;0.85;6.5
10.99;1.88;1.84
17.97;1.65;6.57
21.33;1.79;6.69
15.68;2.2;6.75
13.92;1.7;1.88
17.76;2.9;1.38
9.97;1.43;6.4
11.27;2.26;6.6
18.45;1.1;1.91
15.97;1.86;6.57
11.23;0.86;5.94
9.95;1;6.17
22.49;1.68;1.49
20.76;1.07;6.11
13.96;1.12;2.11
14.61;0.76;6.25
15.87;0.97;1.9
14.68;1.8;6.47
20.37;2.63;1.3
17.25;1.14;6.51
21.99;1.67;6.58
21.95;1.4;6.76
15.73;1.94;6.63
11.23;2;1.82
15.19;1.1;1.82
18.53;0.58;5.99
13.31;0.82;2.61
12.77;2.74;6.71
9.9;2.43;6.66
17.22;0.53;6.35
21.8;1.34;1.45
13.28;1.35;6.12
9.98;2.05;6.6
17.45;0.55;1.8
17.86;1.54;6.51
11.32;2.39;6.65
14.69;1.79;6.52
12.2;1.04;5.9
16.5;1.7;1.57
21.42;1.39;6.58
22.61;1.77;6.9
22.62;0.76;6.79
15.17;1.83;1.63
12.63;1.42;6.07
17.34;2.43;6.79
9.9;1.73;1.9
20.67;0.98;6.23
16.5;1.2;1.67
13.3;0.51;5.65
15.36;1.02;6.29
17.55;1.13;1.67
10.85;1.72;6.41
13.92;0.42;2.45
10.68;1.4;6.34
10.51;0.92;2.17
12.56;1.33;2.26
21.82;1.32;1.52
13.28;1.01;2.38
15.84;0.74;1.83
21.91;0.25;6.48
15.41;2.85;6.78
13.25;0.79;5.81
9.98;0.56;6.25
21.2;2.22;1.32
14.67;1.14;6.31
18.47;0.72;2.15
15.31;2.28;6.63
21.38;0.71;6.21
15.29;1.44;6.53
9.99;2.37;6.66
13.33;1.35;6.13
15.06;1.33;6.51
19.65;2.57;1.31
9.95;0.72;2.03
16.57;1.09;6.55
16.67;2.18;1.51
13.94;1.73;1.86
13.92;1.88;1.75
14.71;1.37;6.45
14.66;0.43;6.14
11.65;0.28;5.78
15.93;1.03;6.54
10.45;0.55;2.28
10.61;0.4;6.05
22.48;1.63;1.26
15.86;1.92;6.72
22.47;2.32;1.13
14.65;1.05;6.34
11.16;2.43;1.67
21.43;1.39;6.54
15.31;2.17;6.75
14.55;1.99;6.64
14.41;2.98;1.47
15.29;2.3;6.78
18.51;1.51;1.74
14.65;1.95;6.64
16;1.31;6.59
13.84;2.18;1.65
12.22;1.03;5.93
17.56;0.16;6.39
15.21;1.78;1.62
10.58;2.16;1.75
15.29;0.81;6.37
16.29;1.33;1.59
9.93;2.32;6.65
12.04;1.97;6.46
14.67;2.13;1.64
18.48;0.91;2.03
21.41;1.34;6.42
21.87;0.44;1.6
10.61;1.64;6.43
12;1.39;6.12
19.91;1.61;6.5
12;2.36;1.69
14.55;1.63;1.88
10.82;2.91;6.65
17.24;0.53;6.3
14.86;0.89;6.36
17.88;0.93;6.32
14.56;1.69;1.74
12.57;1.81;1.94
20.7;0.99;6.07
17.92;2.22;6.67
14.95;1.05;6.48
17.83;1.37;1.93
19.83;1.62;1.68
11.84;1.04;2.64
14.49;2.39;6.69
22.51;2.77;1.15
14.7;1.2;6.33
10.53;2.24;1.81
17.84;0.65;1.97
16.48;1.74;1.56
18.44;1.68;1.64
22.49;1.61;1.26
12.64;0.76;5.62
22.48;1.67;1.46
14.89;2.03;6.61
17.98;2.34;6.84
20.66;1.37;6.44
14.64;0.76;6.06
9.9;2.36;6.65
20.79;2.44;1.29
15.55;1.85;6.67
16.5;0.43;1.84
11.22;1.86;1.89
10.01;2.19;6.62
17.25;1.34;6.56
19.85;2.24;1.48
21.14;1.81;6.64
10.53;0.99;2.14
15.97;0.72;6.48
21.28;1.04;1.67
19.37;2.01;1.48
10.46;1.09;2.33
18.43;0.35;2.24
13.3;1.93;6.49
19.87;2.39;1.31
16.55;0.92;6.49
18.57;1.08;1.94
20.42;2.39;1.29
10.52;0.93;2.17
17.23;0.71;6.21
13.33;1.64;1.99
17.24;0.65;6.39
15.96;1.88;6.71
12.64;1.54;6.04
15.86;1.03;1.73
10.68;1.09;6.19
19.4;1.81;6.64
21.35;1.84;1.33
18.53;2.24;1.4
22.58;1.1;6.82
12.76;0.49;5.5
21.18;1.07;1.68
21.34;0.43;6.28
15.74;0.32;1.9
21.25;1.78;6.75
16.14;0.25;6.49
18.75;1.57;6.4
22.61;0.72;6.78
20.62;2.26;6.73
13.25;1.95;6.46
18.55;2.33;1.44
17.92;2.1;6.77
9.95;1.05;6.17
12.62;2.15;6.56
16.46;1.56;6.57
14.65;0.53;6.11
9.82;0.45;6.29
21.96;0.14;6.5
14.64;1.05;6.34
12.56;1.99;1.83
21.26;1.83;6.65
11.41;2.14;6.51
10.58;2.39;1.69
19.92;1.68;1.74
10.55;0.92;2.2
18.99;0.56;6.1
15.97;1.72;6.67
20.65;1.46;6.49
17.9;1.36;1.76
14.66;1.86;6.61
15.09;0.77;1.87
20.63;0.77;2.2
13.89;1.29;2.05
13.35;1.04;5.94
15.28;0.84;6.32
17.89;1.34;1.75
11.46;2.82;6.66
20.49;2.1;1.36
9.92;2.35;6.62
18.58;1.76;6.61
10.55;0.38;6.06
22.48;0.76;6.73
15.89;1.24;6.53
11.84;1.57;2.26
10.11;0.33;2.13
20.23;1.83;6.64
14.45;2.38;1.55
15.28;0.32;1.97
21.82;1.33;1.42
15.43;1.99;6.63
9.95;0.88;6.22
11.4;2.29;1.78
16.6;1.06;6.32
10.57;2.32;1.91
19.98;0.9;2.18
16.31;2.32;1.48
17.27;1.86;6.56
14.96;1.99;1.67
13.55;0.95;5.86
20.68;1.53;6.4
13.2;1.68;2.07
22.54;0.6;6.74
17.23;1.95;6.52
15.11;1.38;1.79
13.41;0.57;5.67
16.01;2.49;6.77
9.88;1.4;6.4
18.51;1.62;1.68
17.8;1.07;6.37
13.29;1.5;2.14
19.98;0.44;5.86
19.34;1.91;6.69
17.15;0.98;1.78
16.42;0.7;1.76
14.72;0.27;2.1
9.9;0.49;2.09
15.21;0.47;1.98
22.58;1.79;6.91
11.13;0.54;2.5
22.75;0.98;6.76
16.19;1.4;6.53
10.59;2;6.56
18.48;1.05;1.95
10.39;1.84;1.81
17.18;2.12;1.46
22.6;0.7;6.78
19.98;0.75;5.81
9.93;2.7;6.64
21.87;1.65;6.79
21.66;1.29;1.4
10.65;1.78;6.48
13.43;0.79;5.85
22.56;1.12;6.82
17.2;2.36;1.4
11.85;2.19;1.77
17.25;1.38;6.57
15.84;2.85;1.46
11.13;0.3;2.57
11.94;1.31;6.07
9.92;1.19;1.95
18.28;1.94;1.56
18.49;1.5;1.79
15.24;0.97;6.4
12.54;0.57;2.8
17.19;1.64;1.78
11.94;1.66;6.28
18.07;1.95;6.63
16.5;0.57;1.81
10.56;2.2;1.83
13.8;1.52;2.07
15.3;2.06;6.73
10.56;2.18;1.74
13.39;0.52;5.68
21.94;1.08;6.69
21.82;2.05;6.82
10.6;1.32;6.33
22.31;2.09;1.25
15.91;0.64;6.33
10.48;1.02;2.12
10.71;1.64;6.39
15.85;2.27;1.46
11.89;1.23;6
17.79;1.45;1.69
21.33;2.32;6.94
17.25;0.43;6.32
16;1.03;6.53
13.97;2.2;6.67
16.48;0.47;1.87
17.25;1.38;6.57
10.61;1.06;2.14
19.85;1.44;1.79
9.97;0.96;6.21
21.78;1.98;1.26
11.51;2.99;1.66
12.23;0.52;5.71
22.01;1.66;6.62
11.17;1.13;2.24
9.96;2.34;6.47
21.25;2.52;6.9
20.04;0.73;6.04
16.5;0.76;1.75
22.48;0.97;1.5
17.23;0.48;6.33
16.03;1.3;6.59
20.61;2.27;6.86
21.4;1.26;6.59
21.85;0.45;1.6
11.86;1.91;1.88
13.34;1.79;6.4
22.57;0.63;6.63
16.52;0.83;1.73
22.84;1.29;6.82
21.89;1.84;1.33
13.22;2.39;1.63
14.63;0.4;6.13
22.01;2.38;6.95
14.67;1.3;6.42
15.9;0.69;6.48
14.66;1.28;6.41
17.88;1.46;6.53
11.24;1.05;6.06
19.8;1.95;1.55
17.23;1.15;6.48
11.16;0.95;5.87
14.71;1.36;6.21
19.78;1.52;6.4
18.46;1.31;1.82
13.34;1.96;6.51
20.71;0.78;6.06
14.31;0.3;6.15
18.55;1.89;1.64
20.7;0.86;6.16
19.64;2.25;1.43
12.79;2.57;6.64
13.86;2.62;1.59
16.7;2.92;1.42
20.61;0.46;2.15
20.72;0.9;6.09
10.57;1.64;1.93
13.38;1.84;6.38
22.31;2.32;1.21
15.93;1.92;6.72
15.19;1.08;1.82
15.85;2.14;1.56
12.63;1.45;6.08
9.97;2.28;6.48
11.25;1.67;6.36
17.92;2.09;6.73
10.38;1.36;6.45
21.4;1.35;6.59
11.32;2.37;6.64
17.9;1.47;6.54
14.86;2.9;6.76
16.04;0.69;6.49
22.57;1.9;6.76
17.71;0.77;1.94
9.94;1.99;1.78
19.85;2.32;6.84
22.54;1.03;1.4
10.8;2.41;1.76
17.24;2.38;1.45
13.57;0.41;5.78
18.49;0.77;6.18
18.46;0.85;2.11
15.11;0.23;6.27
15.95;2.65;1.45
16.46;0.47;6.44
12.67;1.51;6.1
15.32;1.07;6.48
22.51;0.69;1.41
12.63;2.48;1.62
15.21;2.38;6.79
16.5;0.71;1.76
9.92;1.05;6.16
14.69;2;6.66
17.15;0.83;1.84
15.32;1.08;6.23
21.36;0.6;1.83
13.32;1.1;5.98
13.27;1.09;2.33
17.75;0.78;1.9
14.61;1.9;6.52
15.86;1.03;1.73
21.49;2.57;6.93
21.4;0.74;6.4
17.18;2.16;1.44
17.2;1.62;1.71
21.98;2.86;1.18
13.35;1.14;5.95
13.28;0.32;2.74
15.19;1.21;1.85
19.94;1.04;2.17
9.89;1.27;1.94
12.72;1.07;5.87
9.94;0.78;2.02
15.38;2.32;6.79
14.74;2.02;6.68
14.51;2.24;1.57
16.5;0.75;1.75
19.19;0.56;2.26
15.27;0.71;1.85
16.52;0.77;1.75
22.4;1.05;1.36
16.64;1.66;6.66
11.15;0.71;2.41
16.48;0.52;1.89
13.92;1.34;2.02
17.86;1.08;6.4
15.8;0.21;6.53
19.24;0.79;5.93
14.69;1.2;6.27
19.51;2.74;1.32
20.55;1.67;6.59
10.56;2.11;1.82
21.3;2;6.84
18.56;1.65;6.55
15.63;0.55;1.79
18.48;0.71;6.15
21.3;1.7;6.73
13.36;2.06;6.57
18.61;1.19;2
20.61;2.13;6.77
13.38;1.3;6.11
16.53;1.11;1.69
14.64;1.17;6.33
13.39;1.22;6.03
9.98;1.57;6.36
19.27;1.64;6.51
10.37;1.81;1.81
15.23;2.23;6.76
9.98;0.87;2.01
16.48;0.8;1.74
16.51;0.45;1.84
11.34;2.95;6.66
21.98;0.92;6.65
15.78;2.35;1.46
10.55;2.39;1.7
12.69;2.22;6.59
15.27;0.9;6.34
14.19;0.7;2.11
21.1;0.12;1.99
10.48;1.58;2.08
15.69;1.81;6.66
10.59;1.36;6.35
17.29;2.47;6.8
15.22;1.9;1.59
10.64;1.2;6.28
19.14;2.15;6.78
12.49;1.37;2.24
9.62;1.93;1.83
13.35;1.21;6.05
16.03;1.09;6.48
18.54;2.26;1.51
17.23;1.14;6.51
13.97;0.55;2.36
16.27;0.83;6.62
18.47;2.2;1.45
14.75;0.5;6.16
17.28;0.37;1.92
19.87;2.26;1.36
15.99;1.36;6.59
15.92;1.05;6.54
21.33;1.17;6.54
17.8;1.81;1.67
10.54;2.35;1.92
14.58;1.02;2.15
16.61;2.35;6.83
11.84;0.76;2.68
13.95;1.37;2
10.53;1.06;2.11
15.85;0.85;1.8
21.26;0.8;1.82
22.56;2.37;1.14
17.07;1.09;1.73
10.49;1.7;1.9
16.75;1.88;1.61
13.91;1.99;6.51
17.07;0.89;6.48
10.66;0.78;6.16
22.62;1.92;6.94
16.52;1.08;6.36
13.26;1.39;6.07
9.91;0.78;2.01
13.86;0.77;2.29
17.95;2.24;6.81
20.69;0.87;6.16
15.66;1.19;6.59
15.21;1.94;1.58
11.91;0.5;5.62
21.03;2.2;1.33
21.29;1.82;6.77
18.52;1.07;2.06
13.36;1.01;2.36
20.74;1;6.27
9.98;2.39;6.66
21.27;0.32;6.2
10.59;0.44;6.05
21.96;0.84;6.61
13.32;0.54;5.67
15.92;0.51;6.42
21.3;1.34;6.59
21.84;1.38;1.4
20.7;0.84;6.14
15.36;1;6.47
18.99;1.4;6.44
14.72;0.74;6.23
15.49;1.28;6.51
16.01;1.86;6.71
9.94;1.63;6.49
20.91;2.47;1.29
17.25;0.51;6.34
21.26;0.56;1.89
16.6;2.09;6.77
15.32;1.08;6.48
15.96;1.75;6.66
17.19;1.95;6.73
15.35;1.08;6.38
12.65;1.03;5.63
12.57;0.66;2.66
22.49;1.33;6.83
19.93;1.98;6.71
10.52;0.9;2.24
10.51;0.21;6.04
22.61;1.17;6.83
10.62;1.7;1.91
16.62;2.17;6.71
21.91;1.33;1.39
12.11;1.21;6.03
21.34;0.45;6.29
12.63;1.63;6.25
20.69;0.84;6.14
17.89;1.38;6.48
16.6;2.14;6.79
13.36;1.06;5.95
9.97;0.76;6.29
21.34;1.11;6.45
12.3;1.45;2.26
15.17;1.95;1.58
15.95;1.84;6.55
17.13;1.74;6.57
20.9;1.98;6.78
18.65;1.35;6.39
10.59;1.13;6.27
11.96;1.86;6.25
15.22;1.34;1.74
11.77;1.1;5.84
11.15;1.33;2.14
13.37;0.47;5.64
22.51;0.93;1.36
12.66;0.96;5.64
11.85;1.62;6.16
12.64;1.43;6.04
21.78;1.39;1.41
20.65;0.32;5.95
13.95;0.54;2.38
22.55;0.75;6.78
16.63;1.08;6.54
10.37;1.36;2.06
21.35;1.91;6.67
11.21;1.16;2.23
10.03;1.68;6.5
15.32;2.21;6.71
18.42;1.66;1.85
21.81;1.99;1.25
20.47;1.98;1.51
11.15;1.15;2.32
16.5;1.02;1.7
10.59;1.05;2.17
17.25;1.33;6.55
15.28;1.03;6.46
16.66;1.83;6.71
22;0.94;6.5
21.21;1.45;1.53
16.7;0.21;6.52
10.56;0.49;6.03
10.51;0.78;2.23
10.47;2.39;1.69
13.66;0.78;2.38
12.19;2.84;1.65
15.87;2.14;1.55
14.1;1.75;1.84
15.25;1.66;6.6
21.86;0.6;1.56
13.35;1.16;6.02
21.24;0.88;1.76
13.79;1.19;2.11
22.65;2.81;6.98
13.23;0.31;5.71
10.3;1.58;6.5
13.46;0.77;5.76
13.98;2.23;1.67
15.34;2.94;6.78
9.92;1.4;1.92
15.93;0.48;6.39
22.68;1.99;6.95
15.97;1.99;6.74
19.23;2.33;6.83
11.87;2.37;1.7
16.54;2.71;6.82
19.25;1.58;6.47
14.63;1.03;1.95
20.55;2.31;6.78
15.85;1.59;1.62
13.31;1.64;1.99
22.44;2.75;6.97
17.83;1.98;6.76
15.28;0.77;6.36
11.86;0.94;2.64
20.55;1.34;1.75
15.3;0.91;6.28
12.52;1.95;1.86
11.8;0.94;2.49
22.47;1.7;1.25
15.96;1.71;6.67
11.22;1.67;6.13
13.38;2.42;6.63
21.32;1.36;6.6
17.91;1.08;6.18
16.59;1.94;1.52
17.89;1.66;6.61
21.31;1.89;1.31
10.03;0.7;6.42
17.78;1.23;1.77
19.94;0.59;5.85
20.28;0.88;2.02
16.43;0.78;1.91
21.13;2.41;1.21
16.45;1.62;6.71
10.53;1.67;1.91
15.49;1.67;6.55
16.62;0.19;1.81
18;2.37;6.84
19.25;1.61;6.49
17.88;0.76;6.23
22.57;0.84;6.8
15.29;0.9;6.41
17.25;0.67;6.39
21.41;0.62;6.25
12.92;0.13;2.63
9.84;2.62;6.68
13.37;0.48;5.64
14.62;1.83;6.59
21.9;1.88;1.36
14.72;0.71;6.08
11.9;0.47;5.6
11.21;1.87;1.88
19.26;0.9;5.99
17.16;2.03;1.47
18.52;1.62;1.74
9.91;1.62;6.49
19.89;0.83;2.26
21.32;1.78;6.7
15.92;0.5;6.42
17.83;0.51;2.02
14.46;2.37;1.53
16.54;1.03;6.53
16.47;1.65;6.58
22.55;2.39;1.12
21.22;1.35;1.57
18.48;2.24;1.55
15.94;0.74;6.49
17.34;1.38;6.56
10.37;0.42;6.3
21.96;1.43;6.71
22.61;1.79;6.86
18.58;1.34;6.4
17.86;0.92;6.22
13.37;1.15;6
14.65;1.8;6.59
13.37;1.91;6.31
12.54;1.79;2.05
11.88;2.14;1.78
13.49;0.84;2.33
15.9;1.86;6.6
11.17;0.47;2.53
22.38;1.38;1.39
18.51;2.36;1.37
9.96;0.79;6.31
13.91;1.92;1.91
14.52;2.17;1.57
12.37;0.23;5.59
18.3;2.91;1.35
21.49;1.14;6.47
10.34;0.56;2.1
15.91;1.26;6.58
17.35;2.01;6.76
18.79;0.49;2.1
13.36;1.2;6.04
11.28;2.19;6.56
17.28;1.52;1.73
18.58;1.28;1.8
22.49;2.19;1.25
14.7;1.99;6.45
15.86;1.54;1.63
21.14;0.55;1.93
10.51;0.82;2.21
13.99;2.81;1.5
18.44;1.51;1.77
11.18;1.04;2.28
12.56;1.69;6.23
17.28;1.79;6.63
21.85;1.69;6.79
21.95;1.52;6.67
14.62;0.95;1.98
21.37;0.27;1.68
21.95;2.99;6.96
13.95;1.14;2.1
15.88;1.05;1.73
17.14;2.24;1.42
16.14;2.49;6.78
22.4;1.07;1.34
20.58;1.12;1.92
18.45;1.66;1.88
16.64;1.07;6.35
16.51;1.04;6.51
15.27;0.97;6.43
11.94;1.92;6.45
11.92;2.35;1.7
12.6;2.6;1.67
11.17;1.34;2.14
11.21;1.63;6.28
21.96;0.74;6.58
13.96;1.13;2.11
17.24;1.65;6.65
10.07;2.36;6.63
15.98;0.63;6.36
21.85;1.65;1.33
14.76;3.03;1.51
20.56;0.75;2.01
10.58;1.82;6.49
12.59;0.72;2.63
15.23;1.67;6.6
15.26;1.29;1.9
10.48;1.55;2.06
17.9;1.47;6.54
11.21;1.87;2.05
10.61;2.3;1.73
12.52;1.8;2
18.51;1.5;1.75
12.64;1.35;6.06
17.81;1.25;1.76
10.51;1.47;1.98
10.59;0.55;6.1
15.5;2.95;6.78
20.61;2.17;6.83
21.23;2.4;1.42
20.55;0.7;2.07
18.53;1.08;1.94
